match_id,player_id,team_id,team_name,player_name,role,champion,win,outcome,game_duration,first_dragon,first_tower,kills,deaths,assists,kda,money,total_money_earned,net_worth,loadout_value,kill_participation,damage_dealt,damage_taken,vision_score,opponent_player,opponent_champion,picks,bans,draft_sequence
2825047_G1,23783,47497,100 Thieves,Quid,TOP,Akali,1,Win,1974,1,1,8,0,14,22.0,1441,16570,15091,13650,91.66666666666666,228954,22325,43.94979476928711,Vulcan,Nautilus,"Rumble, Vi, Akali, Rell, Ezreal","Pantheon, Azir, Poppy, Bard, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Trundle | 4. ban Azir | 5. ban Wukong | 6. ban Poppy | 7. pick Orianna | 8. pick Rumble | 9. pick Vi | 10. pick Nocturne | 11. pick Galio | 12. pick Akali | 13. ban Bard | 14. ban Neeko | 15. ban Alistar | 16. ban Rakan | 17. pick Rell | 18. pick Corki | 19. pick Nautilus | 20. pick Ezreal
2825047_G2,20579,47497,100 Thieves,FBI,JUNGLE,Varus,0,Defeat,2027,1,0,0,4,2,0.5,1473,11658,11523,10050,66.66666666666666,181071,17268,22.470046997070312,Zven,Yunara,"Ryze, Wukong, K'Sante, Bard, Varus","Pantheon, Azir, Trundle, Sivir, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,22660,47497,100 Thieves,River,MID,Wukong,0,Defeat,2027,1,0,0,8,2,0.25,140,9908,8998,8858,66.66666666666666,218488,37777,38.1911506652832,Blaber,Poppy,"Ryze, Wukong, K'Sante, Bard, Varus","Pantheon, Azir, Trundle, Sivir, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,21380,47497,100 Thieves,Eyla,ADC,Bard,0,Defeat,2027,1,0,0,4,2,0.5,1369,7249,5844,4475,66.66666666666666,15043,15235,140.30899047851565,Thanatos,Renekton,"Ryze, Wukong, K'Sante, Bard, Varus","Pantheon, Azir, Trundle, Sivir, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,21900,47497,100 Thieves,Dhokla,SUPPORT,K'Sante,0,Defeat,2027,1,0,1,3,0,0.3333333333333333,1040,11534,10390,9350,33.33333333333333,149517,34303,24.8328914642334,Loki ,Aurora,"Ryze, Wukong, K'Sante, Bard, Varus","Pantheon, Azir, Trundle, Sivir, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,24843,47351,Cloud9 Kia,Vulcan,TOP,Neeko,1,Win,2027,0,1,0,0,12,12.0,1212,8837,7562,6350,52.17391304347826,32805,5711,125.52629852294922,Quid,Ryze,"Aurora, Poppy, Renekton, Yunara, Neeko","Yone, Annie, Gwen, Rakan, Lucian",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,27211,47351,Cloud9 Kia,Zven,JUNGLE,Yunara,1,Win,2027,0,1,6,2,4,5.0,1985,16309,15935,13950,43.47826086956522,275490,23075,31.954486846923828,FBI,Varus,"Aurora, Poppy, Renekton, Yunara, Neeko","Yone, Annie, Gwen, Rakan, Lucian",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,24165,47351,Cloud9 Kia,Blaber,MID,Poppy,1,Win,2027,0,1,6,0,8,14.0,2275,14144,13225,10950,60.86956521739131,362148,34228,59.326229095458984,River,Wukong,"Aurora, Poppy, Renekton, Yunara, Neeko","Yone, Annie, Gwen, Rakan, Lucian",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,22956,47351,Cloud9 Kia,Thanatos,ADC,Renekton,1,Win,2027,0,1,3,1,6,9.0,2223,13922,12973,10750,39.130434782608695,189602,27819,37.44062423706055,Eyla,Bard,"Aurora, Poppy, Renekton, Yunara, Neeko","Yone, Annie, Gwen, Rakan, Lucian",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G2,21565,47351,Cloud9 Kia,Loki ,SUPPORT,Aurora,1,Win,2027,0,1,8,0,5,13.0,1800,16254,15500,13700,56.52173913043478,213722,17617,33.057891845703125,Dhokla,K'Sante,"Aurora, Poppy, Renekton, Yunara, Neeko","Yone, Annie, Gwen, Rakan, Lucian",1. ban Yone | 2. ban Pantheon | 3. ban Annie | 4. ban Azir | 5. ban Gwen | 6. ban Trundle | 7. pick Aurora | 8. pick Ryze | 9. pick Wukong | 10. pick Poppy | 11. pick Renekton | 12. pick K'Sante | 13. ban Sivir | 14. ban Rakan | 15. ban Alistar | 16. ban Lucian | 17. pick Bard | 18. pick Yunara | 19. pick Neeko | 20. pick Varus
2825047_G3,23783,47497,100 Thieves,Quid,TOP,Viktor,1,Win,2144,1,1,4,4,11,3.75,1200,16084,15200,14000,83.33333333333334,245569,20488,40.70014572143555,Vulcan,Alistar,"Ambessa, Jarvan IV, Viktor, Aphelios, Braum","Trundle, Gwen, Annie, Yorick, Camille",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,20579,47497,100 Thieves,FBI,JUNGLE,Aphelios,1,Win,2144,1,1,10,2,6,8.0,2588,17483,16388,13800,88.88888888888889,241387,14418,37.619873046875,Zven,Lucian,"Ambessa, Jarvan IV, Viktor, Aphelios, Braum","Trundle, Gwen, Annie, Yorick, Camille",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,22660,47497,100 Thieves,River,MID,Jarvan IV,1,Win,2144,1,1,1,3,11,4.0,882,12742,11932,11050,66.66666666666666,310274,35762,63.37201690673828,Blaber,Skarner,"Ambessa, Jarvan IV, Viktor, Aphelios, Braum","Trundle, Gwen, Annie, Yorick, Camille",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,21380,47497,100 Thieves,Eyla,ADC,Braum,1,Win,2144,1,1,0,3,15,5.0,774,8984,7799,7025,83.33333333333334,23646,16520,125.34464263916016,Thanatos,Gnar,"Ambessa, Jarvan IV, Viktor, Aphelios, Braum","Trundle, Gwen, Annie, Yorick, Camille",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,21900,47497,100 Thieves,Dhokla,SUPPORT,Ambessa,1,Win,2144,1,1,3,3,7,3.3333333333333335,889,13544,12764,11875,55.55555555555556,160518,18697,40.805267333984375,Loki ,Taliyah,"Ambessa, Jarvan IV, Viktor, Aphelios, Braum","Trundle, Gwen, Annie, Yorick, Camille",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,24843,47351,Cloud9 Kia,Vulcan,TOP,Alistar,0,Defeat,2144,0,0,1,4,13,3.5,424,8219,7099,6675,93.33333333333333,13530,21123,107.14229583740236,Quid,Viktor,"Taliyah, Skarner, Alistar, Lucian, Gnar","Pantheon, Azir, Yone, Rakan, Senna",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,27211,47351,Cloud9 Kia,Zven,JUNGLE,Lucian,0,Defeat,2144,0,0,8,3,6,4.666666666666667,1246,15565,14996,13750,93.33333333333333,231036,20902,36.39112091064453,FBI,Aphelios,"Taliyah, Skarner, Alistar, Lucian, Gnar","Pantheon, Azir, Yone, Rakan, Senna",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,24165,47351,Cloud9 Kia,Blaber,MID,Skarner,0,Defeat,2144,0,0,3,5,9,2.4,758,12268,11333,10575,80.0,284089,41405,47.36905288696289,River,Jarvan IV,"Taliyah, Skarner, Alistar, Lucian, Gnar","Pantheon, Azir, Yone, Rakan, Senna",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,22956,47351,Cloud9 Kia,Thanatos,ADC,Gnar,0,Defeat,2144,0,0,1,4,7,2.0,334,14371,13842,13508,53.333333333333336,185462,25853,25.82828140258789,Eyla,Braum,"Taliyah, Skarner, Alistar, Lucian, Gnar","Pantheon, Azir, Yone, Rakan, Senna",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G3,21565,47351,Cloud9 Kia,Loki ,SUPPORT,Taliyah,0,Defeat,2144,0,0,2,2,11,6.5,1615,13599,12465,10850,86.66666666666667,224799,18452,48.52234649658203,Dhokla,Ambessa,"Taliyah, Skarner, Alistar, Lucian, Gnar","Pantheon, Azir, Yone, Rakan, Senna",1. ban Trundle | 2. ban Pantheon | 3. ban Gwen | 4. ban Azir | 5. ban Annie | 6. ban Yone | 7. pick Ambessa | 8. pick Taliyah | 9. pick Skarner | 10. pick Jarvan IV | 11. pick Viktor | 12. pick Alistar | 13. ban Rakan | 14. ban Yorick | 15. ban Senna | 16. ban Camille | 17. pick Lucian | 18. pick Aphelios | 19. pick Braum | 20. pick Gnar
2825047_G4,23783,47497,100 Thieves,Quid,TOP,Viego,0,Defeat,1726,1,1,1,3,1,0.6666666666666666,69,11932,10852,10783,50.0,213954,22966,29.52515411376953,Vulcan,Renata Glasc,"Rakan, Sejuani, Viego, Kai'Sa, Aatrox","Azir, Pantheon, Trundle, Karma, Jayce",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,20579,47497,100 Thieves,FBI,JUNGLE,Kai'Sa,0,Defeat,1726,1,1,1,5,1,0.4,435,9740,9685,9250,50.0,130122,17937,18.197153091430664,Zven,Sivir,"Rakan, Sejuani, Viego, Kai'Sa, Aatrox","Azir, Pantheon, Trundle, Karma, Jayce",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,22660,47497,100 Thieves,River,MID,Sejuani,0,Defeat,1726,1,1,0,3,4,1.3333333333333333,695,8964,8145,7450,100.0,230585,41476,29.806129455566406,Blaber,Xin Zhao,"Rakan, Sejuani, Viego, Kai'Sa, Aatrox","Azir, Pantheon, Trundle, Karma, Jayce",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,21380,47497,100 Thieves,Eyla,ADC,Rakan,0,Defeat,1726,1,1,0,4,3,0.75,241,5906,4916,4675,75.0,11967,14320,103.23382568359376,Thanatos,Sion,"Rakan, Sejuani, Viego, Kai'Sa, Aatrox","Azir, Pantheon, Trundle, Karma, Jayce",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,21900,47497,100 Thieves,Dhokla,SUPPORT,Aatrox,0,Defeat,1726,1,1,2,4,2,1.0,200,10969,10325,10125,100.0,150135,30782,27.93752098083496,Loki ,Sylas,"Rakan, Sejuani, Viego, Kai'Sa, Aatrox","Azir, Pantheon, Trundle, Karma, Jayce",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,24843,47351,Cloud9 Kia,Vulcan,TOP,Renata Glasc,1,Win,1726,0,1,0,0,19,19.0,1403,7809,6903,5500,100.0,29520,5992,83.60130310058594,Quid,Viego,"Sylas, Xin Zhao, Sivir, Renata Glasc, Sion","Yone, Annie, Cassiopeia, Jax, Gwen",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
2825047_G4,27211,47351,Cloud9 Kia,Zven,JUNGLE,Sivir,1,Win,1726,0,1,6,1,13,19.0,2940,14739,14790,11850,100.0,243291,11990,25.56370735168457,FBI,Kai'Sa,"Sylas, Xin Zhao, Sivir, Renata Glasc, Sion","Yone, Annie, Cassiopeia, Jax, Gwen",1. ban Yone | 2. ban Azir | 3. ban Annie | 4. ban Pantheon | 5. ban Cassiopeia | 6. ban Trundle | 7. pick Sylas | 8. pick Rakan | 9. pick Sejuani | 10. pick Xin Zhao | 11. pick Sivir | 12. pick Viego | 13. ban Karma | 14. ban Jax | 15. ban Jayce | 16. ban Gwen | 17. pick Kai'Sa | 18. pick Renata Glasc | 19. pick Sion | 20. pick Aatrox
